route,depart_date,days_to_depart,base_price,historical_mean,weekday,month,demand_index,price
DEL-CDG,2025-01-11 00:00:00.000000,0,820.0,818.7947,5,1,1.078,870.78
DEL-BLR,2025-03-15 00:00:00.000000,0,42.0,42.595699999999994,5,3,1.084,47.55
BLR-DEL,2025-03-04 00:00:00.000000,0,42.0,41.672,1,3,0.857,36.78
DEL-BKK,2025-03-16 00:00:00.000000,0,260.0,261.9907,6,3,0.984,282.33
DEL-LHR,2025-04-04 00:00:00.000000,0,780.0,788.0947,4,4,1.001,890.33
MAA-SIN,2025-02-03 00:00:00.000000,0,430.0,436.09839999999997,0,2,0.984,427.59
BOM-LHR,2025-01-13 00:00:00.000000,0,800.0,785.5385000000001,0,1,0.931,737.0
MAA-DEL,2025-04-02 00:00:00.000000,0,48.0,47.193599999999996,2,4,0.9,40.85
BOM-DEL,2025-01-17 00:00:00.000000,0,45.0,45.7391,4,1,0.8,40.26
DEL-BLR,2025-02-15 00:00:00.000000,0,42.0,42.595699999999994,5,2,0.975,44.26
DEL-CDG,2025-01-20 00:00:00.000000,0,820.0,818.7947,0,1,1.041,880.38
DEL-JFK,2025-02-01 00:00:00.000000,0,1500.0,1489.8420999999998,5,2,0.985,1581.31
DEL-MAA,2025-01-28 00:00:00.000000,0,48.0,47.3156,1,1,0.999,48.77
MAA-DEL,2025-03-23 00:00:00.000000,0,48.0,47.193599999999996,6,3,1.008,47.33
DEL-BLR,2025-03-18 00:00:00.000000,0,42.0,42.595699999999994,1,3,0.901,35.02
DEL-SFO,2025-01-17 00:00:00.000000,0,1550.0,1530.2679999999998,4,1,1.055,1756.97
MAA-SIN,2025-01-15 00:00:00.000000,0,430.0,436.09839999999997,2,1,0.8,347.99
GOA-DEL,2025-03-22 00:00:00.000000,0,52.0,53.0136,5,3,0.934,51.45
DEL-SFO,2025-01-20 00:00:00.000000,0,1550.0,1530.2679999999998,0,1,1.111,1748.68
DEL-SIN,2025-03-15 00:00:00.000000,0,420.0,419.1203,5,3,1.076,434.57
BOM-DXB,2025-01-20 00:00:00.000000,0,235.0,239.347,0,1,1.061,268.48
DEL-HYD,2025-02-07 00:00:00.000000,0,40.0,39.480199999999996,4,2,0.904,36.27
DEL-BLR,2025-01-31 00:00:00.000000,0,42.0,42.595699999999994,4,1,0.911,39.69
DEL-DXB,2025-04-02 00:00:00.000000,0,230.0,225.4002,2,4,1.114,252.05
BOM-LHR,2025-01-16 00:00:00.000000,0,800.0,785.5385000000001,3,1,0.974,764.35
DEL-BKK,2025-01-30 00:00:00.000000,0,260.0,261.9907,3,1,1.044,282.28
DEL-HYD,2025-03-16 00:00:00.000000,0,40.0,39.480199999999996,6,3,1.056,43.74
DEL-DXB,2025-03-26 00:00:00.000000,0,230.0,225.4002,2,3,1.071,241.4
MAA-DEL,2025-01-15 00:00:00.000000,0,48.0,47.193599999999996,2,1,1.04,47.43
DEL-LHR,2025-02-20 00:00:00.000000,0,780.0,788.0947,3,2,1.054,790.74
DEL-LHR,2025-03-09 00:00:00.000000,0,780.0,788.0947,6,3,1.048,862.5
DEL-JFK,2025-01-11 00:00:00.000000,0,1500.0,1489.8420999999998,5,1,1.006,1577.63
DEL-LHR,2025-03-15 00:00:00.000000,0,780.0,788.0947,5,3,1.074,865.42
DEL-BLR,2025-02-14 00:00:00.000000,0,42.0,42.595699999999994,4,2,1.11,66.18
BOM-LHR,2025-03-28 00:00:00.000000,0,800.0,785.5385000000001,4,3,1.02,914.76
BLR-DEL,2025-03-10 00:00:00.000000,0,42.0,41.672,0,3,1.049,47.65
BOM-DEL,2025-01-04 00:00:00.000000,0,45.0,45.7391,5,1,0.937,47.62
DEL-HYD,2025-04-01 00:00:00.000000,0,40.0,39.480199999999996,1,4,0.8,30.76
MAA-DEL,2025-02-25 00:00:00.000000,0,48.0,47.193599999999996,1,2,1.084,49.95
DEL-SFO,2025-01-25 00:00:00.000000,0,1550.0,1530.2679999999998,5,1,1.106,1653.64
DEL-GOA,2025-01-08 00:00:00.000000,0,52.0,51.351800000000004,2,1,0.948,45.25
BOM-LHR,2025-01-19 00:00:00.000000,0,800.0,785.5385000000001,6,1,1.102,887.03
GOA-DEL,2025-02-27 00:00:00.000000,0,52.0,53.0136,3,2,1.028,52.85
DEL-MAA,2025-02-08 00:00:00.000000,0,48.0,47.3156,5,2,1.029,51.43
MAA-DEL,2025-03-24 00:00:00.000000,0,48.0,47.193599999999996,0,3,0.952,44.35
DEL-LHR,2025-01-19 00:00:00.000000,0,780.0,788.0947,6,1,0.992,841.04
MAA-DEL,2025-01-28 00:00:00.000000,0,48.0,47.193599999999996,1,1,1.12,51.77
BOM-DEL,2025-02-12 00:00:00.000000,0,45.0,45.7391,2,2,1.074,50.95
DEL-CDG,2025-02-06 00:00:00.000000,0,820.0,818.7947,3,2,0.853,646.59
BOM-DEL,2025-03-09 00:00:00.000000,0,45.0,45.7391,6,3,1.049,50.51
BLR-DEL,2025-03-27 00:00:00.000000,0,42.0,41.672,3,3,1.175,50.95
DEL-SIN,2025-01-17 00:00:00.000000,0,420.0,419.1203,4,1,1.053,463.87
DEL-CDG,2025-02-24 00:00:00.000000,0,820.0,818.7947,0,2,1.046,752.37
MAA-SIN,2025-01-26 00:00:00.000000,0,430.0,436.09839999999997,6,1,0.967,434.88
BOM-DEL,2025-01-01 00:00:00.000000,0,45.0,45.7391,2,1,1.196,72.93
DEL-SFO,2025-01-04 00:00:00.000000,0,1550.0,1530.2679999999998,5,1,0.97,1494.44
HYD-DEL,2025-02-02 00:00:00.000000,0,40.0,39.5932,6,2,1.01,45.24
MAA-DEL,2025-02-13 00:00:00.000000,0,48.0,47.193599999999996,3,2,0.985,44.79
BOM-LHR,2025-01-01 00:00:00.000000,0,800.0,785.5385000000001,2,1,0.93,973.37
BOM-DEL,2025-02-20 00:00:00.000000,0,45.0,45.7391,3,2,1.172,56.72
DEL-SFO,2025-02-02 00:00:00.000000,0,1550.0,1530.2679999999998,6,2,0.972,1431.33
DEL-LHR,2025-01-11 00:00:00.000000,0,780.0,788.0947,5,1,1.062,909.38
DEL-HYD,2025-03-20 00:00:00.000000,0,40.0,39.480199999999996,3,3,0.946,35.67
BLR-DEL,2025-03-17 00:00:00.000000,0,42.0,41.672,0,3,1.026,56.27
DEL-MAA,2025-03-24 00:00:00.000000,0,48.0,47.3156,0,3,1.12,56.95
MAA-SIN,2025-01-13 00:00:00.000000,0,430.0,436.09839999999997,0,1,0.821,336.98
BOM-LHR,2025-01-11 00:00:00.000000,0,800.0,785.5385000000001,5,1,1.094,876.73
BLR-DEL,2025-01-24 00:00:00.000000,0,42.0,41.672,4,1,1.04,47.44
MAA-DEL,2025-04-10 00:00:00.000000,0,48.0,47.193599999999996,3,4,1.004,46.77
DEL-CDG,2025-04-05 00:00:00.000000,0,820.0,818.7947,5,4,0.921,751.94
DEL-CDG,2025-02-15 00:00:00.000000,0,820.0,818.7947,5,2,0.979,872.16
BOM-DXB,2025-03-20 00:00:00.000000,0,235.0,239.347,3,3,0.991,236.22
DEL-SIN,2025-03-27 00:00:00.000000,0,420.0,419.1203,3,3,0.982,387.01
DEL-MAA,2025-03-27 00:00:00.000000,0,48.0,47.3156,3,3,0.98,47.86
BOM-DEL,2025-02-01 00:00:00.000000,0,45.0,45.7391,5,2,0.911,48.43
GOA-DEL,2025-03-30 00:00:00.000000,0,52.0,53.0136,6,3,0.961,50.91
BLR-DEL,2025-04-05 00:00:00.000000,0,42.0,41.672,5,4,0.863,42.3
DEL-GOA,2025-02-07 00:00:00.000000,0,52.0,51.351800000000004,4,2,1.043,52.74
DEL-MAA,2025-03-13 00:00:00.000000,0,48.0,47.3156,3,3,0.918,45.11
DEL-CDG,2025-01-14 00:00:00.000000,0,820.0,818.7947,1,1,0.971,779.94
BOM-DEL,2025-01-23 00:00:00.000000,0,45.0,45.7391,3,1,1.016,48.2
DEL-SIN,2025-04-07 00:00:00.000000,0,420.0,419.1203,0,4,0.96,382.74
DEL-BOM,2025-03-08 00:00:00.000000,0,45.0,44.7438,5,3,1.089,55.33
DEL-LHR,2025-02-13 00:00:00.000000,0,780.0,788.0947,3,2,0.992,788.15
DEL-JFK,2025-01-04 00:00:00.000000,0,1500.0,1489.8420999999998,5,1,1.03,1624.72
DEL-BLR,2025-03-09 00:00:00.000000,0,42.0,42.595699999999994,6,3,1.001,43.09
DEL-CDG,2025-02-07 00:00:00.000000,0,820.0,818.7947,4,2,1.12,980.18
DEL-LHR,2025-04-03 00:00:00.000000,0,780.0,788.0947,3,4,1.015,809.66
DEL-LHR,2025-03-05 00:00:00.000000,0,780.0,788.0947,2,3,0.97,796.9
DEL-MAA,2025-03-22 00:00:00.000000,0,48.0,47.3156,5,3,0.923,48.47
DEL-CDG,2025-02-26 00:00:00.000000,0,820.0,818.7947,2,2,1.075,839.96
DEL-SFO,2025-01-13 00:00:00.000000,0,1550.0,1530.2679999999998,0,1,0.852,1280.12
MAA-SIN,2025-02-10 00:00:00.000000,0,430.0,436.09839999999997,0,2,0.952,408.28
MAA-SIN,2025-03-02 00:00:00.000000,0,430.0,436.09839999999997,6,3,0.903,402.24
HYD-DEL,2025-03-29 00:00:00.000000,0,40.0,39.5932,5,3,1.021,46.08
DEL-MAA,2025-01-23 00:00:00.000000,0,48.0,47.3156,3,1,1.053,52.25
BOM-LHR,2025-03-16 00:00:00.000000,0,800.0,785.5385000000001,6,3,1.045,831.31
MAA-SIN,2025-02-19 00:00:00.000000,0,430.0,436.09839999999997,2,2,1.069,459.92
GOA-DEL,2025-03-06 00:00:00.000000,0,52.0,53.0136,3,3,0.958,50.46
MAA-DEL,2025-01-20 00:00:00.000000,0,48.0,47.193599999999996,0,1,1.092,46.84
MAA-SIN,2025-02-01 00:00:00.000000,0,430.0,436.09839999999997,5,2,1.008,482.57
DEL-GOA,2025-01-14 00:00:00.000000,0,52.0,51.351800000000004,1,1,1.134,56.81
DEL-LHR,2025-01-31 00:00:00.000000,0,780.0,788.0947,4,1,0.984,837.57
DEL-CDG,2025-03-24 00:00:00.000000,0,820.0,818.7947,0,3,1.096,866.61
BOM-LHR,2025-02-28 00:00:00.000000,0,800.0,785.5385000000001,4,2,0.933,780.47
DEL-MAA,2025-02-23 00:00:00.000000,0,48.0,47.3156,6,2,1.059,55.85
GOA-DEL,2025-01-31 00:00:00.000000,0,52.0,53.0136,4,1,1.123,67.74
MAA-DEL,2025-02-04 00:00:00.000000,0,48.0,47.193599999999996,1,2,1.058,47.82
DEL-HYD,2025-03-07 00:00:00.000000,0,40.0,39.480199999999996,4,3,1.187,47.64
DEL-BKK,2025-03-26 00:00:00.000000,0,260.0,261.9907,2,3,1.037,296.38
DEL-CDG,2025-02-09 00:00:00.000000,0,820.0,818.7947,6,2,1.168,1012.11
DEL-BOM,2025-03-03 00:00:00.000000,0,45.0,44.7438,0,3,0.878,42.25
MAA-DEL,2025-02-05 00:00:00.000000,0,48.0,47.193599999999996,2,2,1.059,47.65
DEL-HYD,2025-03-10 00:00:00.000000,0,40.0,39.480199999999996,0,3,0.967,35.59
DEL-BOM,2025-02-10 00:00:00.000000,0,45.0,44.7438,0,2,0.999,48.06
HYD-DEL,2025-01-20 00:00:00.000000,0,40.0,39.5932,0,1,1.067,42.86
DEL-GOA,2025-04-03 00:00:00.000000,0,52.0,51.351800000000004,3,4,1.005,50.27
DEL-MAA,2025-01-21 00:00:00.000000,0,48.0,47.3156,1,1,0.951,43.94
DEL-DXB,2025-03-27 00:00:00.000000,0,230.0,225.4002,3,3,0.962,221.87
DEL-SFO,2025-04-09 00:00:00.000000,0,1550.0,1530.2679999999998,2,4,0.992,1566.38
BOM-DEL,2025-03-07 00:00:00.000000,0,45.0,45.7391,4,3,1.167,58.11
DEL-DXB,2025-01-23 00:00:00.000000,0,230.0,225.4002,3,1,1.026,224.97
DEL-BKK,2025-02-10 00:00:00.000000,0,260.0,261.9907,0,2,0.967,262.45
MAA-DEL,2025-03-30 00:00:00.000000,0,48.0,47.193599999999996,6,3,1.004,49.38
GOA-DEL,2025-02-06 00:00:00.000000,0,52.0,53.0136,3,2,1.056,58.53
DEL-CDG,2025-03-03 00:00:00.000000,0,820.0,818.7947,0,3,0.95,717.81
DEL-HYD,2025-02-11 00:00:00.000000,0,40.0,39.480199999999996,1,2,0.937,34.51
DEL-BLR,2025-03-13 00:00:00.000000,0,42.0,42.595699999999994,3,3,0.969,38.52
MAA-SIN,2025-01-08 00:00:00.000000,0,430.0,436.09839999999997,2,1,0.949,428.82
DEL-BOM,2025-03-01 00:00:00.000000,0,45.0,44.7438,5,3,1.022,47.05
DEL-BLR,2025-02-21 00:00:00.000000,0,42.0,42.595699999999994,4,2,1.017,42.45
BLR-DEL,2025-04-09 00:00:00.000000,0,42.0,41.672,2,4,0.964,43.62
DEL-CDG,2025-03-30 00:00:00.000000,0,820.0,818.7947,6,3,1.048,840.46
DEL-GOA,2025-02-20 00:00:00.000000,0,52.0,51.351800000000004,3,2,0.945,46.09
BOM-DEL,2025-02-02 00:00:00.000000,0,45.0,45.7391,6,2,1.075,56.06
BOM-DXB,2025-03-01 00:00:00.000000,0,235.0,239.347,5,3,0.985,253.84
MAA-DEL,2025-04-04 00:00:00.000000,0,48.0,47.193599999999996,4,4,0.976,49.98
BOM-DXB,2025-04-02 00:00:00.000000,0,235.0,239.347,2,4,1.152,288.24
DEL-JFK,2025-01-01 00:00:00.000000,0,1500.0,1489.8420999999998,2,1,1.001,1918.84
BOM-DXB,2025-01-15 00:00:00.000000,0,235.0,239.347,2,1,1.008,249.02
DEL-SIN,2025-01-12 00:00:00.000000,0,420.0,419.1203,6,1,0.96,418.36
DEL-DXB,2025-01-07 00:00:00.000000,0,230.0,225.4002,1,1,1.021,222.17
BOM-DXB,2025-01-27 00:00:00.000000,0,235.0,239.347,0,1,1.161,296.37
DEL-MAA,2025-01-27 00:00:00.000000,0,48.0,47.3156,0,1,0.959,45.44
DEL-LHR,2025-02-28 00:00:00.000000,0,780.0,788.0947,4,2,1.042,872.29
DEL-BKK,2025-04-04 00:00:00.000000,0,260.0,261.9907,4,4,1.015,302.33
MAA-DEL,2025-04-01 00:00:00.000000,0,48.0,47.193599999999996,1,4,0.888,43.74
DEL-SFO,2025-02-27 00:00:00.000000,0,1550.0,1530.2679999999998,3,2,1.117,1639.47
DEL-SFO,2025-03-18 00:00:00.000000,0,1550.0,1530.2679999999998,1,3,0.891,1398.58
DEL-SIN,2025-02-02 00:00:00.000000,0,420.0,419.1203,6,2,0.974,440.18
DEL-HYD,2025-03-27 00:00:00.000000,0,40.0,39.480199999999996,3,3,1.066,40.33
BOM-DEL,2025-04-09 00:00:00.000000,0,45.0,45.7391,2,4,0.959,46.22
DEL-LHR,2025-01-12 00:00:00.000000,0,780.0,788.0947,6,1,1.019,853.27
DEL-MAA,2025-02-06 00:00:00.000000,0,48.0,47.3156,3,2,0.987,47.13
BLR-DEL,2025-04-03 00:00:00.000000,0,42.0,41.672,3,4,0.894,41.97
MAA-SIN,2025-02-05 00:00:00.000000,0,430.0,436.09839999999997,2,2,0.991,433.06
DEL-GOA,2025-01-15 00:00:00.000000,0,52.0,51.351800000000004,2,1,0.944,46.62
MAA-SIN,2025-04-04 00:00:00.000000,0,430.0,436.09839999999997,4,4,1.049,458.91
MAA-DEL,2025-03-18 00:00:00.000000,0,48.0,47.193599999999996,1,3,1.014,48.56
DEL-HYD,2025-03-28 00:00:00.000000,0,40.0,39.480199999999996,4,3,0.979,37.09
MAA-SIN,2025-02-02 00:00:00.000000,0,430.0,436.09839999999997,6,2,0.942,444.83
GOA-DEL,2025-01-07 00:00:00.000000,0,52.0,53.0136,1,1,0.958,53.53
DEL-BKK,2025-02-28 00:00:00.000000,0,260.0,261.9907,4,2,0.962,270.86
BLR-DEL,2025-02-11 00:00:00.000000,0,42.0,41.672,1,2,1.006,42.55
BOM-DXB,2025-02-27 00:00:00.000000,0,235.0,239.347,3,2,1.023,252.79
DEL-BLR,2025-01-03 00:00:00.000000,0,42.0,42.595699999999994,4,1,1.126,53.13
DEL-BKK,2025-01-22 00:00:00.000000,0,260.0,261.9907,2,1,0.978,262.65
DEL-JFK,2025-03-11 00:00:00.000000,0,1500.0,1489.8420999999998,1,3,0.984,1629.78
BOM-LHR,2025-01-23 00:00:00.000000,0,800.0,785.5385000000001,3,1,1.027,788.53
BOM-DEL,2025-02-09 00:00:00.000000,0,45.0,45.7391,6,2,0.914,47.01
DEL-CDG,2025-03-11 00:00:00.000000,0,820.0,818.7947,1,3,1.152,909.12
DEL-LHR,2025-02-06 00:00:00.000000,0,780.0,788.0947,3,2,1.006,809.62
DEL-MAA,2025-03-25 00:00:00.000000,0,48.0,47.3156,1,3,0.982,48.91
DEL-BOM,2025-03-07 00:00:00.000000,0,45.0,44.7438,4,3,0.952,48.47
BOM-DEL,2025-03-18 00:00:00.000000,0,45.0,45.7391,1,3,0.942,43.96
GOA-DEL,2025-02-11 00:00:00.000000,0,52.0,53.0136,1,2,1.121,61.32
DEL-DXB,2025-01-14 00:00:00.000000,0,230.0,225.4002,1,1,1.007,219.47
DEL-MAA,2025-02-09 00:00:00.000000,0,48.0,47.3156,6,2,1.002,52.52
DEL-BOM,2025-03-13 00:00:00.000000,0,45.0,44.7438,3,3,0.99,46.9
BLR-DEL,2025-03-26 00:00:00.000000,0,42.0,41.672,2,3,1.07,47.52
DEL-HYD,2025-02-09 00:00:00.000000,0,40.0,39.480199999999996,6,2,1.051,42.53
DEL-BOM,2025-02-14 00:00:00.000000,0,45.0,44.7438,4,2,1.112,65.97
DEL-HYD,2025-02-01 00:00:00.000000,0,40.0,39.480199999999996,5,2,0.979,41.07
DEL-MAA,2025-02-15 00:00:00.000000,0,48.0,47.3156,5,2,1.097,53.72
MAA-DEL,2025-04-07 00:00:00.000000,0,48.0,47.193599999999996,0,4,0.905,42.69
HYD-DEL,2025-01-18 00:00:00.000000,0,40.0,39.5932,5,1,1.104,46.15
DEL-BKK,2025-03-14 00:00:00.000000,0,260.0,261.9907,4,3,1.04,304.02
BOM-LHR,2025-03-18 00:00:00.000000,0,800.0,785.5385000000001,1,3,1.055,855.14
DEL-MAA,2025-03-28 00:00:00.000000,0,48.0,47.3156,4,3,0.92,48.22
DEL-GOA,2025-03-22 00:00:00.000000,0,52.0,51.351800000000004,5,3,1.161,60.83
DEL-MAA,2025-01-16 00:00:00.000000,0,48.0,47.3156,3,1,1.114,51.04
DEL-BOM,2025-03-15 00:00:00.000000,0,45.0,44.7438,5,3,0.975,48.38
MAA-SIN,2025-03-13 00:00:00.000000,0,430.0,436.09839999999997,3,3,0.86,367.83
DEL-JFK,2025-01-30 00:00:00.000000,0,1500.0,1489.8420999999998,3,1,1.081,1712.86
MAA-SIN,2025-02-24 00:00:00.000000,0,430.0,436.09839999999997,0,2,0.912,400.21
DEL-BOM,2025-02-20 00:00:00.000000,0,45.0,44.7438,3,2,0.934,42.68
DEL-MAA,2025-01-14 00:00:00.000000,0,48.0,47.3156,1,1,0.95,43.37
BOM-DXB,2025-03-27 00:00:00.000000,0,235.0,239.347,3,3,0.996,252.52
BOM-DXB,2025-01-08 00:00:00.000000,0,235.0,239.347,2,1,1.037,248.23
GOA-DEL,2025-01-16 00:00:00.000000,0,52.0,53.0136,3,1,0.954,53.11
BOM-DEL,2025-01-11 00:00:00.000000,0,45.0,45.7391,5,1,0.919,44.01
DEL-HYD,2025-01-27 00:00:00.000000,0,40.0,39.480199999999996,0,1,0.935,35.85
BOM-DEL,2025-03-23 00:00:00.000000,0,45.0,45.7391,6,3,1.067,53.62
DEL-LHR,2025-03-07 00:00:00.000000,0,780.0,788.0947,4,3,1.112,906.5
DEL-MAA,2025-01-26 00:00:00.000000,0,48.0,47.3156,6,1,0.997,52.3
DEL-JFK,2025-03-16 00:00:00.000000,0,1500.0,1489.8420999999998,6,3,1.039,1693.4
MAA-DEL,2025-02-02 00:00:00.000000,0,48.0,47.193599999999996,6,2,0.979,46.55
GOA-DEL,2025-02-22 00:00:00.000000,0,52.0,53.0136,5,2,0.985,57.81
GOA-DEL,2025-03-07 00:00:00.000000,0,52.0,53.0136,4,3,1.008,54.5
BOM-DXB,2025-02-26 00:00:00.000000,0,235.0,239.347,2,2,0.928,236.05
DEL-MAA,2025-01-09 00:00:00.000000,0,48.0,47.3156,3,1,0.996,47.07
BOM-LHR,2025-01-15 00:00:00.000000,0,800.0,785.5385000000001,2,1,0.875,727.79
DEL-GOA,2025-04-05 00:00:00.000000,0,52.0,51.351800000000004,5,4,1.043,56.61
DEL-CDG,2025-02-08 00:00:00.000000,0,820.0,818.7947,5,2,0.992,796.47
MAA-DEL,2025-02-18 00:00:00.000000,0,48.0,47.193599999999996,1,2,0.914,42.29
DEL-HYD,2025-02-06 00:00:00.000000,0,40.0,39.480199999999996,3,2,0.874,31.58
BOM-DXB,2025-03-31 00:00:00.000000,0,235.0,239.347,0,3,1.125,268.8
BOM-LHR,2025-01-08 00:00:00.000000,0,800.0,785.5385000000001,2,1,0.983,757.3
DEL-SFO,2025-02-09 00:00:00.000000,0,1550.0,1530.2679999999998,6,2,1.1,1638.82
MAA-SIN,2025-03-23 00:00:00.000000,0,430.0,436.09839999999997,6,3,0.878,349.84
BLR-DEL,2025-03-24 00:00:00.000000,0,42.0,41.672,0,3,1.116,50.49
DEL-SFO,2025-02-10 00:00:00.000000,0,1550.0,1530.2679999999998,0,2,0.972,1452.61
DEL-SIN,2025-03-02 00:00:00.000000,0,420.0,419.1203,6,3,0.965,404.16
BLR-DEL,2025-03-12 00:00:00.000000,0,42.0,41.672,2,3,1.045,46.9
DEL-BOM,2025-04-03 00:00:00.000000,0,45.0,44.7438,3,4,0.978,45.26
MAA-DEL,2025-03-03 00:00:00.000000,0,48.0,47.193599999999996,0,3,0.876,39.38
MAA-SIN,2025-02-26 00:00:00.000000,0,430.0,436.09839999999997,2,2,0.933,372.31
DEL-JFK,2025-03-18 00:00:00.000000,0,1500.0,1489.8420999999998,1,3,1.052,1776.61
BOM-LHR,2025-02-21 00:00:00.000000,0,800.0,785.5385000000001,4,2,0.926,774.1
HYD-DEL,2025-02-19 00:00:00.000000,0,40.0,39.5932,2,2,0.927,37.91
DEL-BOM,2025-03-14 00:00:00.000000,0,45.0,44.7438,4,3,0.952,48.47
DEL-LHR,2025-02-19 00:00:00.000000,0,780.0,788.0947,2,2,0.845,663.72
DEL-DXB,2025-02-04 00:00:00.000000,0,230.0,225.4002,1,2,1.059,227.98
DEL-CDG,2025-02-13 00:00:00.000000,0,820.0,818.7947,3,2,1.07,812.29
BOM-DEL,2025-03-13 00:00:00.000000,0,45.0,45.7391,3,3,1.014,47.4
BOM-LHR,2025-03-11 00:00:00.000000,0,800.0,785.5385000000001,1,3,0.939,759.09
GOA-DEL,2025-01-22 00:00:00.000000,0,52.0,53.0136,2,1,0.99,54.69
GOA-DEL,2025-02-03 00:00:00.000000,0,52.0,53.0136,0,2,1.062,56.66
GOA-DEL,2025-03-19 00:00:00.000000,0,52.0,53.0136,2,3,0.919,47.88
MAA-DEL,2025-01-19 00:00:00.000000,0,48.0,47.193599999999996,6,1,1.062,46.78
BOM-DEL,2025-02-04 00:00:00.000000,0,45.0,45.7391,1,2,0.958,46.36
HYD-DEL,2025-02-15 00:00:00.000000,0,40.0,39.5932,5,2,1.016,44.11
DEL-BKK,2025-02-21 00:00:00.000000,0,260.0,261.9907,4,2,1.087,325.03
DEL-DXB,2025-02-22 00:00:00.000000,0,230.0,225.4002,5,2,0.944,221.41
DEL-SFO,2025-01-24 00:00:00.000000,0,1550.0,1530.2679999999998,4,1,1.129,1828.71
DEL-BLR,2025-01-16 00:00:00.000000,0,42.0,42.595699999999994,3,1,0.999,41.86
GOA-DEL,2025-01-08 00:00:00.000000,0,52.0,53.0136,2,1,1.099,60.39
DEL-HYD,2025-01-01 00:00:00.000000,0,40.0,39.480199999999996,2,1,0.951,49.05
DEL-SFO,2025-03-21 00:00:00.000000,0,1550.0,1530.2679999999998,4,3,1.002,1571.73
DEL-LHR,2025-03-14 00:00:00.000000,0,780.0,788.0947,4,3,1.092,915.43
DEL-HYD,2025-01-04 00:00:00.000000,0,40.0,39.480199999999996,5,1,0.99,37.94
DEL-MAA,2025-03-07 00:00:00.000000,0,48.0,47.3156,4,3,1.04,53.96
DEL-SFO,2025-03-19 00:00:00.000000,0,1550.0,1530.2679999999998,2,3,0.8,1202.78
BLR-DEL,2025-04-10 00:00:00.000000,0,42.0,41.672,3,4,0.915,40.47
DEL-BKK,2025-01-07 00:00:00.000000,0,260.0,261.9907,1,1,0.939,251.61
DEL-DXB,2025-02-25 00:00:00.000000,0,230.0,225.4002,1,2,0.947,206.15
DEL-SIN,2025-02-01 00:00:00.000000,0,420.0,419.1203,5,2,1.043,458.44
BOM-DXB,2025-03-21 00:00:00.000000,0,235.0,239.347,4,3,1.139,290.87
DEL-HYD,2025-04-09 00:00:00.000000,0,40.0,39.480199999999996,2,4,0.944,35.77
GOA-DEL,2025-01-28 00:00:00.000000,0,52.0,53.0136,1,1,0.878,49.7
DEL-CDG,2025-03-13 00:00:00.000000,0,820.0,818.7947,3,3,1.052,803.61
DEL-SFO,2025-01-10 00:00:00.000000,0,1550.0,1530.2679999999998,4,1,1.076,1783.0
DEL-JFK,2025-01-22 00:00:00.000000,0,1500.0,1489.8420999999998,2,1,1.075,1685.93
MAA-DEL,2025-03-09 00:00:00.000000,0,48.0,47.193599999999996,6,3,0.964,46.57
DEL-BLR,2025-02-13 00:00:00.000000,0,42.0,42.595699999999994,3,2,0.958,40.94
DEL-BOM,2025-03-16 00:00:00.000000,0,45.0,44.7438,6,3,1.043,53.69
DEL-DXB,2025-04-07 00:00:00.000000,0,230.0,225.4002,0,4,1.001,224.93
BLR-DEL,2025-01-02 00:00:00.000000,0,42.0,41.672,3,1,1.005,39.85
DEL-BKK,2025-02-01 00:00:00.000000,0,260.0,261.9907,5,2,1.007,273.67
DEL-CDG,2025-01-22 00:00:00.000000,0,820.0,818.7947,2,1,0.985,778.03
DEL-JFK,2025-02-02 00:00:00.000000,0,1500.0,1489.8420999999998,6,2,1.08,1816.02
BLR-DEL,2025-01-08 00:00:00.000000,0,42.0,41.672,2,1,1.046,44.66
BOM-LHR,2025-01-18 00:00:00.000000,0,800.0,785.5385000000001,5,1,1.113,828.37
DEL-MAA,2025-04-08 00:00:00.000000,0,48.0,47.3156,1,4,0.948,46.93
DEL-SFO,2025-03-22 00:00:00.000000,0,1550.0,1530.2679999999998,5,3,0.921,1443.67
HYD-DEL,2025-03-23 00:00:00.000000,0,40.0,39.5932,6,3,1.017,44.21
GOA-DEL,2025-02-26 00:00:00.000000,0,52.0,53.0136,2,2,1.072,58.15
DEL-GOA,2025-01-20 00:00:00.000000,0,52.0,51.351800000000004,0,1,0.941,48.37
DEL-SIN,2025-01-07 00:00:00.000000,0,420.0,419.1203,1,1,0.8,334.0
DEL-SFO,2025-02-05 00:00:00.000000,0,1550.0,1530.2679999999998,2,2,0.906,1396.52
HYD-DEL,2025-01-10 00:00:00.000000,0,40.0,39.5932,4,1,1.095,48.55
DEL-DXB,2025-02-07 00:00:00.000000,0,230.0,225.4002,4,2,1.193,282.33
DEL-BLR,2025-03-14 00:00:00.000000,0,42.0,42.595699999999994,4,3,0.971,42.78
DEL-BKK,2025-03-25 00:00:00.000000,0,260.0,261.9907,1,3,0.941,259.53
DEL-BKK,2025-03-13 00:00:00.000000,0,260.0,261.9907,3,3,0.978,276.83
BOM-DXB,2025-02-04 00:00:00.000000,0,235.0,239.347,1,2,0.953,237.86
MAA-SIN,2025-02-28 00:00:00.000000,0,430.0,436.09839999999997,4,2,0.995,423.51
DEL-MAA,2025-03-23 00:00:00.000000,0,48.0,47.3156,6,3,1.0,50.97
