route,depart_date,base_price,price,historical_mean,demand_index
MAA-DEL,2025-01-13T00:00:00,4800,5263.0,4719.36,1.118
DEL-GOA,2025-02-03T00:00:00,5200,5218.0,5135.18,1.074
DEL-SFO,2025-01-22T00:00:00,155000,146726.0,153026.8,0.956
DEL-CDG,2025-03-29T00:00:00,82000,70065.0,81879.47,0.877
DEL-LHR,2025-02-15T00:00:00,78000,84329.0,78809.47,1.051
DEL-SIN,2025-02-20T00:00:00,42000,42126.0,41912.03,1.03
GOA-DEL,2025-04-01T00:00:00,5200,5225.0,5301.36,1.026
BLR-DEL,2025-01-17T00:00:00,4200,4256.0,4167.2,0.943
GOA-DEL,2025-02-10T00:00:00,5200,5332.0,5301.36,0.993
BOM-LHR,2025-04-01T00:00:00,80000,98833.0,78553.85,1.182
DEL-DXB,2025-03-23T00:00:00,23000,27247.0,22540.02,1.119
HYD-DEL,2025-01-31T00:00:00,4000,4382.0,3959.32,1.047
BLR-DEL,2025-01-20T00:00:00,4200,4983.0,4167.2,1.172
DEL-GOA,2025-02-26T00:00:00,5200,5441.0,5135.18,1.04
DEL-SFO,2025-01-08T00:00:00,155000,135035.0,153026.8,0.912
DEL-GOA,2025-02-05T00:00:00,5200,4793.0,5135.18,0.947
BOM-DEL,2025-03-11T00:00:00,4500,4218.0,4573.91,0.865
DEL-BOM,2025-03-10T00:00:00,4500,3905.0,4474.38,0.858
DEL-GOA,2025-02-25T00:00:00,5200,4431.0,5135.18,0.877
DEL-HYD,2025-02-05T00:00:00,4000,3788.0,3948.02,0.991
HYD-DEL,2025-01-23T00:00:00,4000,4441.0,3959.32,1.129
HYD-DEL,2025-03-08T00:00:00,4000,4126.0,3959.32,0.919
DEL-BLR,2025-02-16T00:00:00,4200,4309.0,4259.57,0.979
BOM-DXB,2025-03-15T00:00:00,23500,25598.0,23934.7,1.019
DEL-CDG,2025-01-09T00:00:00,82000,78615.0,81879.47,1.004
DEL-HYD,2025-04-02T00:00:00,4000,4518.0,3948.02,1.144
HYD-DEL,2025-03-18T00:00:00,4000,4023.0,3959.32,1.007
GOA-DEL,2025-03-15T00:00:00,5200,5625.0,5301.36,1.006
DEL-BKK,2025-01-20T00:00:00,26000,27108.0,26199.07,0.961
DEL-SFO,2025-04-10T00:00:00,155000,147854.0,153026.8,0.941
DEL-BLR,2025-01-05T00:00:00,4200,4394.0,4259.57,0.963
DEL-DXB,2025-01-04T00:00:00,23000,21504.0,22540.02,0.947
DEL-CDG,2025-01-24T00:00:00,82000,84912.0,81879.47,1.004
DEL-BOM,2025-03-05T00:00:00,4500,5524.0,4474.38,1.223
DEL-LHR,2025-03-11T00:00:00,78000,72848.0,78809.47,0.978
DEL-JFK,2025-01-31T00:00:00,150000,223011.0,148984.21,1.259
DEL-MAA,2025-02-13T00:00:00,4800,4703.0,4731.56,0.975
DEL-DXB,2025-01-03T00:00:00,23000,23833.0,22540.02,1.066
DEL-DXB,2025-03-19T00:00:00,23000,21849.0,22540.02,0.949
HYD-DEL,2025-02-07T00:00:00,4000,4382.0,3959.32,1.033
DEL-CDG,2025-04-01T00:00:00,82000,80348.0,81879.47,1.034
BOM-DEL,2025-01-05T00:00:00,4500,5955.0,4573.91,1.151
BOM-DXB,2025-03-07T00:00:00,23500,25474.0,23934.7,0.951
DEL-LHR,2025-02-27T00:00:00,78000,80438.0,78809.47,1.042
BOM-DEL,2025-01-14T00:00:00,4500,4850.0,4573.91,0.973
BLR-DEL,2025-02-19T00:00:00,4200,4823.0,4167.2,1.076
DEL-SIN,2025-02-18T00:00:00,42000,36415.0,41912.03,0.92
DEL-BKK,2025-01-14T00:00:00,26000,26960.0,26199.07,0.952
MAA-DEL,2025-03-16T00:00:00,4800,4708.0,4719.36,0.997
DEL-BLR,2025-02-20T00:00:00,4200,4308.0,4259.57,1.036
DEL-LHR,2025-02-22T00:00:00,78000,86510.0,78809.47,1.049
GOA-DEL,2025-01-27T00:00:00,5200,4549.0,5301.36,0.887
HYD-DEL,2025-02-03T00:00:00,4000,3610.0,3959.32,0.92
BOM-DXB,2025-03-19T00:00:00,23500,25710.0,23934.7,1.073
DEL-SIN,2025-01-16T00:00:00,42000,41849.0,41912.03,1.054
DEL-SIN,2025-03-08T00:00:00,42000,38173.0,41912.03,0.959
DEL-MAA,2025-03-12T00:00:00,4800,5482.0,4731.56,1.1
DEL-HYD,2025-03-13T00:00:00,4000,3718.0,3948.02,0.957
DEL-GOA,2025-02-23T00:00:00,5200,5209.0,5135.18,1.024
BOM-DEL,2025-04-10T00:00:00,4500,5420.0,4573.91,1.184
MAA-DEL,2025-01-12T00:00:00,4800,4827.0,4719.36,1.052
BOM-DEL,2025-01-21T00:00:00,4500,5750.0,4573.91,1.206
DEL-BLR,2025-01-20T00:00:00,4200,4584.0,4259.57,1.059
DEL-GOA,2025-03-26T00:00:00,5200,4607.0,5135.18,0.916
DEL-BLR,2025-02-05T00:00:00,4200,4427.0,4259.57,0.997
DEL-HYD,2025-01-03T00:00:00,4000,4029.0,3948.02,0.997
DEL-CDG,2025-03-20T00:00:00,82000,77610.0,81879.47,1.003
HYD-DEL,2025-01-28T00:00:00,4000,3754.0,3959.32,0.906
DEL-JFK,2025-02-23T00:00:00,150000,160209.0,148984.21,1.02
DEL-MAA,2025-01-08T00:00:00,4800,4958.0,4731.56,1.079
DEL-HYD,2025-01-21T00:00:00,4000,4354.0,3948.02,1.105
MAA-DEL,2025-02-07T00:00:00,4800,5184.0,4719.36,1.073
GOA-DEL,2025-02-28T00:00:00,5200,5707.0,5301.36,1.032
DEL-SFO,2025-01-05T00:00:00,155000,169107.0,153026.8,1.026
DEL-DXB,2025-03-04T00:00:00,23000,20608.0,22540.02,0.979
DEL-SIN,2025-04-10T00:00:00,42000,35614.0,41912.03,0.927
DEL-BOM,2025-02-15T00:00:00,4500,4284.0,4474.38,0.847
MAA-SIN,2025-01-17T00:00:00,43000,45931.0,43609.84,0.969
DEL-SIN,2025-01-28T00:00:00,42000,42764.0,41912.03,1.084
GOA-DEL,2025-03-26T00:00:00,5200,5740.0,5301.36,1.05
DEL-CDG,2025-02-12T00:00:00,82000,84069.0,81879.47,1.026
DEL-MAA,2025-03-31T00:00:00,4800,5690.0,4731.56,1.112
BLR-DEL,2025-02-24T00:00:00,4200,4245.0,4167.2,0.946
DEL-HYD,2025-03-03T00:00:00,4000,4084.0,3948.02,1.096
HYD-DEL,2025-02-23T00:00:00,4000,4595.0,3959.32,1.034
BOM-DXB,2025-01-12T00:00:00,23500,26549.0,23934.7,1.021
DEL-GOA,2025-01-26T00:00:00,5200,5246.0,5135.18,1.011
DEL-GOA,2025-03-27T00:00:00,5200,5520.0,5135.18,1.095
DEL-LHR,2025-03-03T00:00:00,78000,81608.0,78809.47,1.061
MAA-DEL,2025-03-11T00:00:00,4800,4833.0,4719.36,1.116
DEL-SFO,2025-01-09T00:00:00,155000,151794.0,153026.8,0.941
DEL-BLR,2025-01-18T00:00:00,4200,4405.0,4259.57,1.017
BLR-DEL,2025-01-28T00:00:00,4200,3910.0,4167.2,0.899
BOM-DXB,2025-02-16T00:00:00,23500,26373.0,23934.7,0.922
DEL-BKK,2025-03-21T00:00:00,26000,32269.0,26199.07,1.072
DEL-SFO,2025-03-10T00:00:00,155000,159297.0,153026.8,1.044
DEL-HYD,2025-01-28T00:00:00,4000,3632.0,3948.02,0.962
DEL-HYD,2025-03-22T00:00:00,4000,3437.0,3948.02,0.849
DEL-SFO,2025-03-06T00:00:00,155000,149218.0,153026.8,0.958
BLR-DEL,2025-04-01T00:00:00,4200,4696.0,4167.2,1.076
DEL-SIN,2025-02-09T00:00:00,42000,43439.0,41912.03,1.0
DEL-HYD,2025-04-03T00:00:00,4000,3827.0,3948.02,1.017
DEL-SFO,2025-02-25T00:00:00,155000,189263.0,153026.8,1.199
BOM-LHR,2025-02-26T00:00:00,80000,93955.0,78553.85,1.196
DEL-GOA,2025-01-07T00:00:00,5200,4588.0,5135.18,0.953
BLR-DEL,2025-03-22T00:00:00,4200,4615.0,4167.2,1.008
BOM-DEL,2025-01-02T00:00:00,4500,4866.0,4573.91,1.009
DEL-MAA,2025-04-07T00:00:00,4800,5747.0,4731.56,1.139
DEL-CDG,2025-01-21T00:00:00,82000,85023.0,81879.47,1.065
DEL-CDG,2025-01-10T00:00:00,82000,77578.0,81879.47,0.943
DEL-JFK,2025-03-29T00:00:00,150000,162686.0,148984.21,0.984
DEL-SFO,2025-04-02T00:00:00,155000,149692.0,153026.8,0.935
MAA-DEL,2025-01-18T00:00:00,4800,4948.0,4719.36,1.043
DEL-SFO,2025-03-26T00:00:00,155000,174811.0,153026.8,1.174
DEL-DXB,2025-03-11T00:00:00,23000,25125.0,22540.02,1.175
DEL-MAA,2025-03-18T00:00:00,4800,4497.0,4731.56,0.964
BLR-DEL,2025-02-27T00:00:00,4200,4463.0,4167.2,1.001
DEL-BKK,2025-02-13T00:00:00,26000,24886.0,26199.07,0.943
DEL-SIN,2025-04-06T00:00:00,42000,38433.0,41912.03,0.897
DEL-BLR,2025-01-17T00:00:00,4200,4727.0,4259.57,1.066
DEL-LHR,2025-02-05T00:00:00,78000,72166.0,78809.47,0.847
DEL-DXB,2025-03-14T00:00:00,23000,25029.0,22540.02,1.036
DEL-SFO,2025-03-13T00:00:00,155000,150701.0,153026.8,0.998
MAA-DEL,2025-02-16T00:00:00,4800,4629.0,4719.36,0.964
DEL-LHR,2025-02-09T00:00:00,78000,83281.0,78809.47,1.003
DEL-GOA,2025-02-28T00:00:00,5200,5285.0,5135.18,0.99
BOM-LHR,2025-01-26T00:00:00,80000,83973.0,78553.85,1.043
DEL-DXB,2025-01-20T00:00:00,23000,19899.0,22540.02,0.956
BOM-LHR,2025-03-04T00:00:00,80000,86947.0,78553.85,1.08
DEL-LHR,2025-01-05T00:00:00,78000,75349.0,78809.47,0.879
DEL-HYD,2025-03-01T00:00:00,4000,3776.0,3948.02,1.019
DEL-JFK,2025-03-23T00:00:00,150000,156698.0,148984.21,0.968
DEL-BOM,2025-03-25T00:00:00,4500,4340.0,4474.38,0.882
GOA-DEL,2025-04-08T00:00:00,5200,5366.0,5301.36,1.074
BOM-LHR,2025-01-27T00:00:00,80000,90086.0,78553.85,1.141
DEL-BOM,2025-01-26T00:00:00,4500,5577.0,4474.38,1.157
DEL-BLR,2025-01-27T00:00:00,4200,4750.0,4259.57,1.082
DEL-CDG,2025-03-12T00:00:00,82000,80719.0,81879.47,1.038
DEL-MAA,2025-02-07T00:00:00,4800,5415.0,4731.56,1.097
DEL-SFO,2025-02-18T00:00:00,155000,141123.0,153026.8,0.907
BOM-DXB,2025-03-30T00:00:00,23500,21399.0,23934.7,0.864
DEL-BOM,2025-01-30T00:00:00,4500,4290.0,4474.38,0.958
DEL-BLR,2025-02-07T00:00:00,4200,4481.0,4259.57,1.007
GOA-DEL,2025-02-19T00:00:00,5200,4561.0,5301.36,0.848
DEL-DXB,2025-02-15T00:00:00,23000,19483.0,22540.02,0.827
BOM-DXB,2025-04-09T00:00:00,23500,23399.0,23934.7,0.956
DEL-MAA,2025-03-11T00:00:00,4800,4590.0,4731.56,0.924
BOM-LHR,2025-04-03T00:00:00,80000,74235.0,78553.85,0.897
DEL-SFO,2025-03-09T00:00:00,155000,152432.0,153026.8,1.035
DEL-GOA,2025-03-29T00:00:00,5200,4880.0,5135.18,0.886
DEL-JFK,2025-02-13T00:00:00,150000,166191.0,148984.21,1.026
DEL-GOA,2025-02-09T00:00:00,5200,5713.0,5135.18,1.087
DEL-CDG,2025-01-13T00:00:00,82000,72207.0,81879.47,0.976
DEL-BKK,2025-01-19T00:00:00,26000,28081.0,26199.07,0.999
DEL-SIN,2025-02-28T00:00:00,42000,40919.0,41912.03,0.944
MAA-SIN,2025-01-16T00:00:00,43000,44193.0,43609.84,0.958
DEL-LHR,2025-01-28T00:00:00,78000,73909.0,78809.47,0.907
BOM-LHR,2025-02-25T00:00:00,80000,81956.0,78553.85,1.014
BOM-DXB,2025-01-01T00:00:00,23500,28950.0,23934.7,0.927
DEL-JFK,2025-01-23T00:00:00,150000,177976.0,148984.21,1.085
HYD-DEL,2025-01-01T00:00:00,4000,5059.0,3959.32,1.039
BOM-LHR,2025-01-04T00:00:00,80000,77083.0,78553.85,0.928
BLR-DEL,2025-03-02T00:00:00,4200,4436.0,4167.2,0.978
DEL-HYD,2025-02-26T00:00:00,4000,3964.0,3948.02,1.02
DEL-SIN,2025-03-28T00:00:00,42000,37372.0,41912.03,0.878
HYD-DEL,2025-01-22T00:00:00,4000,3728.0,3959.32,0.969
BOM-LHR,2025-03-23T00:00:00,80000,87930.0,78553.85,1.067
HYD-DEL,2025-03-19T00:00:00,4000,3980.0,3959.32,0.975
DEL-HYD,2025-01-14T00:00:00,4000,3861.0,3948.02,0.989
BLR-DEL,2025-02-22T00:00:00,4200,4695.0,4167.2,1.044
DEL-JFK,2025-03-12T00:00:00,150000,185766.0,148984.21,1.126
DEL-CDG,2025-03-18T00:00:00,82000,75001.0,81879.47,0.938
MAA-DEL,2025-01-10T00:00:00,4800,5216.0,4719.36,1.086
DEL-SIN,2025-02-05T00:00:00,42000,42259.0,41912.03,1.067
DEL-BKK,2025-02-20T00:00:00,26000,28623.0,26199.07,1.107
BOM-LHR,2025-03-25T00:00:00,80000,77158.0,78553.85,0.951
BLR-DEL,2025-01-04T00:00:00,4200,4876.0,4167.2,1.087
MAA-SIN,2025-02-15T00:00:00,43000,45994.0,43609.84,0.996
MAA-SIN,2025-02-13T00:00:00,43000,45041.0,43609.84,1.051
MAA-DEL,2025-03-28T00:00:00,4800,4891.0,4719.36,1.01
DEL-CDG,2025-03-10T00:00:00,82000,79108.0,81879.47,0.991
DEL-SIN,2025-02-13T00:00:00,42000,34769.0,41912.03,0.879
DEL-BLR,2025-02-23T00:00:00,4200,4197.0,4259.57,0.999
BLR-DEL,2025-02-21T00:00:00,4200,4458.0,4167.2,0.95
DEL-MAA,2025-01-04T00:00:00,4800,4228.0,4731.56,0.892
DEL-SFO,2025-02-12T00:00:00,155000,134656.0,153026.8,0.952
DEL-BOM,2025-01-08T00:00:00,4500,4874.0,4474.38,1.052
DEL-JFK,2025-04-05T00:00:00,150000,193537.0,148984.21,1.129
DEL-SIN,2025-01-23T00:00:00,42000,47698.0,41912.03,1.139
DEL-JFK,2025-04-01T00:00:00,150000,184560.0,148984.21,1.099
DEL-BLR,2025-01-09T00:00:00,4200,3855.0,4259.57,0.927
DEL-DXB,2025-01-15T00:00:00,23000,20374.0,22540.02,0.951
DEL-SFO,2025-01-07T00:00:00,155000,139094.0,153026.8,0.889
DEL-DXB,2025-03-02T00:00:00,23000,22014.0,22540.02,0.906
DEL-MAA,2025-02-22T00:00:00,4800,4777.0,4731.56,0.99
DEL-BOM,2025-02-23T00:00:00,4500,5072.0,4474.38,1.019
BOM-DXB,2025-01-28T00:00:00,23500,26138.0,23934.7,1.02
HYD-DEL,2025-04-07T00:00:00,4000,4328.0,3959.32,1.013
DEL-CDG,2025-02-03T00:00:00,82000,76894.0,81879.47,0.923
HYD-DEL,2025-03-22T00:00:00,4000,4457.0,3959.32,0.987
DEL-LHR,2025-04-06T00:00:00,78000,78968.0,78809.47,0.986
DEL-JFK,2025-03-30T00:00:00,150000,175353.0,148984.21,1.083
DEL-GOA,2025-01-24T00:00:00,5200,6249.0,5135.18,1.186
BOM-DEL,2025-02-15T00:00:00,4500,5166.0,4573.91,1.061
DEL-CDG,2025-01-03T00:00:00,82000,102639.0,81879.47,1.136
DEL-BOM,2025-03-04T00:00:00,4500,4301.0,4474.38,0.909
BOM-LHR,2025-02-04T00:00:00,80000,87144.0,78553.85,1.088
BOM-DXB,2025-01-22T00:00:00,23500,24737.0,23934.7,0.997
MAA-SIN,2025-02-08T00:00:00,43000,43866.0,43609.84,0.929
BLR-DEL,2025-02-20T00:00:00,4200,4514.0,4167.2,1.029
DEL-MAA,2025-03-14T00:00:00,4800,5272.0,4731.56,1.03
DEL-GOA,2025-02-10T00:00:00,5200,5012.0,5135.18,0.998
DEL-SFO,2025-03-24T00:00:00,155000,151712.0,153026.8,0.962
DEL-JFK,2025-03-24T00:00:00,150000,161755.0,148984.21,0.968
MAA-DEL,2025-02-20T00:00:00,4800,4289.0,4719.36,0.938
DEL-CDG,2025-03-21T00:00:00,82000,81545.0,81879.47,0.986
DEL-HYD,2025-01-29T00:00:00,4000,3942.0,3948.02,1.044
DEL-MAA,2025-03-30T00:00:00,4800,5134.0,4731.56,0.954
DEL-JFK,2025-01-12T00:00:00,150000,172335.0,148984.21,1.095
DEL-SIN,2025-03-13T00:00:00,42000,36088.0,41912.03,0.934
BLR-DEL,2025-02-16T00:00:00,4200,4407.0,4167.2,0.961
DEL-CDG,2025-01-05T00:00:00,82000,84010.0,81879.47,1.014
DEL-SFO,2025-01-29T00:00:00,155000,134830.0,153026.8,0.88
DEL-MAA,2025-01-03T00:00:00,4800,4677.0,4731.56,0.966
DEL-HYD,2025-02-24T00:00:00,4000,3583.0,3948.02,0.99
DEL-JFK,2025-03-19T00:00:00,150000,154175.0,148984.21,0.92
DEL-GOA,2025-03-01T00:00:00,5200,4791.0,5135.18,0.959
BOM-DXB,2025-03-14T00:00:00,23500,28876.0,23934.7,1.108
DEL-MAA,2025-03-05T00:00:00,4800,4883.0,4731.56,1.006
BOM-DXB,2025-02-19T00:00:00,23500,25595.0,23934.7,1.012
BLR-DEL,2025-03-28T00:00:00,4200,4299.0,4167.2,0.933
DEL-SIN,2025-02-17T00:00:00,42000,42505.0,41912.03,1.019
DEL-BKK,2025-01-25T00:00:00,26000,27532.0,26199.07,0.973
DEL-GOA,2025-01-09T00:00:00,5200,4864.0,5135.18,1.003
BLR-DEL,2025-02-13T00:00:00,4200,4676.0,4167.2,1.127
GOA-DEL,2025-02-21T00:00:00,5200,5552.0,5301.36,0.97
DEL-LHR,2025-02-04T00:00:00,78000,82441.0,78809.47,0.989
DEL-HYD,2025-03-23T00:00:00,4000,3925.0,3948.02,1.0
BLR-DEL,2025-04-08T00:00:00,4200,4450.0,4167.2,1.0
BOM-LHR,2025-02-03T00:00:00,80000,69840.0,78553.85,0.876
HYD-DEL,2025-03-25T00:00:00,4000,4553.0,3959.32,1.086
DEL-BOM,2025-03-21T00:00:00,4500,5257.0,4474.38,1.001
DEL-BOM,2025-04-04T00:00:00,4500,4919.0,4474.38,0.964
DEL-JFK,2025-01-24T00:00:00,150000,151574.0,148984.21,0.927
DEL-MAA,2025-01-01T00:00:00,4800,6185.0,4731.56,0.964
BLR-DEL,2025-01-23T00:00:00,4200,3918.0,4167.2,0.937
DEL-BKK,2025-01-08T00:00:00,26000,28091.0,26199.07,1.055
DEL-BOM,2025-01-03T00:00:00,4500,4727.0,4474.38,1.027
MAA-SIN,2025-03-04T00:00:00,43000,42232.0,43609.84,0.978
HYD-DEL,2025-02-05T00:00:00,4000,4192.0,3959.32,1.028
DEL-BOM,2025-02-16T00:00:00,4500,4940.0,4474.38,1.002
MAA-SIN,2025-02-09T00:00:00,43000,50965.0,43609.84,1.07
DEL-CDG,2025-02-23T00:00:00,82000,93368.0,81879.47,1.068
DEL-SFO,2025-01-02T00:00:00,155000,146958.0,153026.8,0.964
DEL-CDG,2025-01-08T00:00:00,82000,80177.0,81879.47,0.993
DEL-JFK,2025-03-22T00:00:00,150000,161591.0,148984.21,0.969
DEL-SIN,2025-02-23T00:00:00,42000,41653.0,41912.03,1.006
BOM-LHR,2025-03-03T00:00:00,80000,78795.0,78553.85,1.006
MAA-SIN,2025-01-27T00:00:00,43000,43864.0,43609.84,0.964
BOM-DEL,2025-03-26T00:00:00,4500,4606.0,4573.91,1.022
DEL-CDG,2025-02-28T00:00:00,82000,91482.0,81879.47,1.125
HYD-DEL,2025-02-24T00:00:00,4000,4418.0,3959.32,1.072
DEL-LHR,2025-03-31T00:00:00,78000,75567.0,78809.47,0.914
DEL-BOM,2025-01-20T00:00:00,4500,4186.0,4474.38,0.959
DEL-GOA,2025-02-11T00:00:00,5200,5524.0,5135.18,1.111
DEL-BLR,2025-01-02T00:00:00,4200,4261.0,4259.57,0.981
BLR-DEL,2025-01-13T00:00:00,4200,4690.0,4167.2,1.185
DEL-GOA,2025-04-09T00:00:00,5200,4853.0,5135.18,0.982
DEL-SFO,2025-01-16T00:00:00,155000,160442.0,153026.8,1.011
DEL-HYD,2025-02-21T00:00:00,4000,4283.0,3948.02,1.021
BOM-LHR,2025-02-18T00:00:00,80000,77023.0,78553.85,0.985
BOM-LHR,2025-02-06T00:00:00,80000,74151.0,78553.85,0.913
DEL-JFK,2025-03-27T00:00:00,150000,152635.0,148984.21,0.906
MAA-SIN,2025-01-11T00:00:00,43000,42730.0,43609.84,0.925
MAA-SIN,2025-01-10T00:00:00,43000,45870.0,43609.84,0.998
DEL-LHR,2025-02-03T00:00:00,78000,84078.0,78809.47,1.039
DEL-BKK,2025-04-02T00:00:00,26000,28109.0,26199.07,1.016
DEL-JFK,2025-01-09T00:00:00,150000,145163.0,148984.21,0.909
DEL-MAA,2025-02-11T00:00:00,4800,4367.0,4731.56,0.891
DEL-LHR,2025-01-21T00:00:00,78000,91065.0,78809.47,1.083
DEL-SIN,2025-02-06T00:00:00,42000,37111.0,41912.03,0.955
DEL-CDG,2025-01-16T00:00:00,82000,91785.0,81879.47,1.122
DEL-BKK,2025-02-26T00:00:00,26000,26175.0,26199.07,0.973
DEL-JFK,2025-03-05T00:00:00,150000,145364.0,148984.21,0.915
BOM-LHR,2025-02-01T00:00:00,80000,92467.0,78553.85,1.09
BOM-LHR,2025-04-06T00:00:00,80000,84885.0,78553.85,1.056
BOM-DXB,2025-04-08T00:00:00,23500,22340.0,23934.7,0.951
DEL-GOA,2025-03-05T00:00:00,5200,4739.0,5135.18,0.969
DEL-JFK,2025-02-05T00:00:00,150000,171236.0,148984.21,1.04
DEL-BKK,2025-02-27T00:00:00,26000,27861.0,26199.07,1.035
DEL-CDG,2025-03-15T00:00:00,82000,77832.0,81879.47,0.962
DEL-CDG,2025-01-01T00:00:00,82000,111890.0,81879.47,1.087
BOM-DEL,2025-01-18T00:00:00,4500,5044.0,4573.91,0.982
DEL-GOA,2025-02-18T00:00:00,5200,4900.0,5135.18,1.043
MAA-SIN,2025-02-04T00:00:00,43000,44121.0,43609.84,1.007
MAA-SIN,2025-03-21T00:00:00,43000,37722.0,43609.84,0.897
GOA-DEL,2025-01-10T00:00:00,5200,6335.0,5301.36,1.019
BOM-DXB,2025-03-24T00:00:00,23500,23619.0,23934.7,1.032
DEL-BKK,2025-03-24T00:00:00,26000,29350.0,26199.07,1.048
DEL-HYD,2025-03-14T00:00:00,4000,4256.0,3948.02,1.041
DEL-GOA,2025-01-28T00:00:00,5200,4398.0,5135.18,0.937
DEL-GOA,2025-02-02T00:00:00,5200,5218.0,5135.18,1.007
BOM-DXB,2025-01-07T00:00:00,23500,25378.0,23934.7,1.048
MAA-SIN,2025-01-01T00:00:00,43000,55425.0,43609.84,0.943
MAA-SIN,2025-01-09T00:00:00,43000,36338.0,43609.84,0.833
DEL-BKK,2025-02-18T00:00:00,26000,28068.0,26199.07,1.009
DEL-SFO,2025-02-22T00:00:00,155000,159354.0,153026.8,1.027
DEL-BKK,2025-02-24T00:00:00,26000,30458.0,26199.07,1.044
MAA-SIN,2025-04-07T00:00:00,43000,44378.0,43609.84,1.093
BOM-DXB,2025-03-13T00:00:00,23500,20576.0,23934.7,0.847
DEL-LHR,2025-01-30T00:00:00,78000,85185.0,78809.47,1.031
BOM-LHR,2025-03-05T00:00:00,80000,70407.0,78553.85,0.852
BOM-DXB,2025-02-24T00:00:00,23500,25304.0,23934.7,1.034
DEL-SFO,2025-01-26T00:00:00,155000,159209.0,153026.8,1.047
DEL-SFO,2025-01-01T00:00:00,155000,181230.0,153026.8,0.942
BOM-LHR,2025-02-13T00:00:00,80000,75657.0,78553.85,0.918
DEL-JFK,2025-02-18T00:00:00,150000,159495.0,148984.21,0.954
GOA-DEL,2025-04-06T00:00:00,5200,5407.0,5301.36,0.966
DEL-GOA,2025-02-15T00:00:00,5200,4335.0,5135.18,0.856
DEL-DXB,2025-01-13T00:00:00,23000,24177.0,22540.02,1.077
DEL-JFK,2025-02-09T00:00:00,150000,171953.0,148984.21,1.063
MAA-DEL,2025-02-26T00:00:00,4800,4889.0,4719.36,1.058
DEL-GOA,2025-03-23T00:00:00,5200,5100.0,5135.18,0.971
MAA-DEL,2025-03-19T00:00:00,4800,4704.0,4719.36,1.073
DEL-SIN,2025-01-10T00:00:00,42000,47675.0,41912.03,1.054
DEL-BKK,2025-03-08T00:00:00,26000,24193.0,26199.07,0.833
DEL-CDG,2025-01-23T00:00:00,82000,85766.0,81879.47,1.094
DEL-SIN,2025-03-25T00:00:00,42000,39043.0,41912.03,1.031
MAA-DEL,2025-01-25T00:00:00,4800,4631.0,4719.36,1.006
DEL-DXB,2025-03-01T00:00:00,23000,22256.0,22540.02,0.896
MAA-DEL,2025-02-10T00:00:00,4800,4765.0,4719.36,1.089
DEL-SIN,2025-04-05T00:00:00,42000,49490.0,41912.03,1.14
BOM-LHR,2025-03-20T00:00:00,80000,75600.0,78553.85,0.946
GOA-DEL,2025-02-18T00:00:00,5200,5244.0,5301.36,0.958
DEL-JFK,2025-02-21T00:00:00,150000,176026.0,148984.21,0.983
MAA-SIN,2025-01-31T00:00:00,43000,46481.0,43609.84,0.986
DEL-MAA,2025-03-26T00:00:00,4800,4768.0,4731.56,1.017
DEL-CDG,2025-02-27T00:00:00,82000,86430.0,81879.47,1.1
DEL-BLR,2025-04-06T00:00:00,4200,4263.0,4259.57,0.982
DEL-DXB,2025-01-21T00:00:00,23000,20721.0,22540.02,0.959
MAA-DEL,2025-03-05T00:00:00,4800,4512.0,4719.36,1.014
DEL-BKK,2025-03-06T00:00:00,26000,30404.0,26199.07,1.1
GOA-DEL,2025-02-12T00:00:00,5200,5226.0,5301.36,0.918
HYD-DEL,2025-03-05T00:00:00,4000,4449.0,3959.32,1.071
DEL-LHR,2025-04-09T00:00:00,78000,81830.0,78809.47,1.048
DEL-CDG,2025-01-15T00:00:00,82000,72630.0,81879.47,0.919
MAA-SIN,2025-03-26T00:00:00,43000,41514.0,43609.84,0.967
HYD-DEL,2025-04-02T00:00:00,4000,4011.0,3959.32,0.979
DEL-LHR,2025-03-19T00:00:00,78000,85087.0,78809.47,1.072
DEL-DXB,2025-02-08T00:00:00,23000,23010.0,22540.02,0.998
DEL-BOM,2025-01-07T00:00:00,4500,4497.0,4474.38,0.98
BOM-DEL,2025-04-03T00:00:00,4500,4993.0,4573.91,1.1
GOA-DEL,2025-04-05T00:00:00,5200,5430.0,5301.36,1.024
HYD-DEL,2025-03-12T00:00:00,4000,4717.0,3959.32,1.118
BOM-DEL,2025-04-08T00:00:00,4500,4802.0,4573.91,1.007
GOA-DEL,2025-03-08T00:00:00,5200,4629.0,5301.36,0.859
DEL-JFK,2025-02-11T00:00:00,150000,150145.0,148984.21,0.97
DEL-BKK,2025-02-11T00:00:00,26000,30257.0,26199.07,1.078
DEL-DXB,2025-01-29T00:00:00,23000,21044.0,22540.02,0.93
DEL-CDG,2025-04-03T00:00:00,82000,77469.0,81879.47,0.99
DEL-GOA,2025-02-12T00:00:00,5200,4691.0,5135.18,1.001
DEL-JFK,2025-04-02T00:00:00,150000,152147.0,148984.21,0.923
DEL-GOA,2025-01-13T00:00:00,5200,5254.0,5135.18,1.098
DEL-CDG,2025-03-04T00:00:00,82000,76219.0,81879.47,1.042
DEL-HYD,2025-03-02T00:00:00,4000,4825.0,3948.02,1.217
DEL-LHR,2025-03-12T00:00:00,78000,74670.0,78809.47,0.895
GOA-DEL,2025-01-26T00:00:00,5200,6020.0,5301.36,1.018
